,dwell,car,2,child,age,5,6,religion,8,9,10,11,12,13
7405,0,0,3,2,39,0,0,1,0,0,98,0,7,0
7406,0,0,3,2,22,0,0,1,0,0,79,1,32,0
7407,0,0,1,0,18,1,0,1,0,3,34,1,11,0
7408,0,0,4,3,35,0,0,1,0,0,47,1,45,0
7409,0,1,2,1,17,1,0,1,0,1,19,1,5,0
7410,0,0,2,1,24,0,0,1,0,0,47,1,20,1
7411,0,0,4,2,27,1,0,1,0,0,49,1,4,0
7412,0,1,3,2,30,1,0,1,0,1,43,1,40,0
7413,0,0,4,3,33,1,0,1,0,0,23,1,16,0
7414,0,1,2,1,21,0,0,1,0,0,71,1,31,0
7415,1,1,1,0,32,1,0,1,0,0,23,1,42,0
7416,0,1,1,0,23,0,0,1,0,2,47,1,33,0
7417,0,1,3,2,25,1,0,1,0,2,29,1,13,1
7418,0,1,5,4,38,1,0,1,0,0,23,1,48,0
7419,0,2,3,2,26,0,0,1,0,2,39,1,36,1
7420,0,1,2,1,36,0,0,1,0,1,71,1,24,1
7421,0,1,3,2,40,0,0,1,0,2,39,1,50,1
7422,0,0,5,3,16,1,0,1,0,1,47,1,5,0
7423,1,0,0,0,24,1,1,0,0,0,53,1,34,0
7424,0,0,6,5,28,0,0,1,0,1,43,1,38,1
7425,1,1,1,0,16,1,0,1,0,2,39,1,8,0
7426,1,1,3,2,31,0,0,1,0,0,47,1,30,0
7427,0,0,5,0,6,0,0,0,0,0,59,0,16,0
7428,1,2,1,0,38,0,1,0,0,3,39,1,48,1
7429,0,0,1,1,33,1,0,0,0,3,39,1,43,1
7430,1,1,2,1,36,0,0,1,1,2,39,1,10,1
7431,0,2,4,3,32,0,0,1,0,1,71,1,42,0
7432,0,0,2,1,35,0,0,1,0,0,47,1,26,0
7433,0,1,5,0,13,0,0,0,0,2,24,1,21,0
7434,1,0,2,1,42,1,0,0,0,0,35,1,52,0
7435,1,0,2,1,11,0,0,1,0,1,47,1,1,0
7436,0,0,3,2,26,1,0,1,0,0,29,1,36,0
7437,0,1,4,3,28,0,0,1,0,0,39,1,23,1
7438,0,2,5,3,41,0,0,1,0,3,79,1,51,1
7439,0,1,2,1,41,0,0,1,0,2,49,1,44,1
7440,0,2,2,0,23,0,0,0,0,0,59,1,20,0
7441,0,0,4,1,47,0,0,1,0,0,63,1,1,0
7442,0,0,2,1,39,1,1,0,0,1,39,1,17,0
7443,1,0,2,0,16,0,0,0,0,0,47,1,25,0
7444,0,0,3,2,24,1,0,1,0,0,29,1,34,0
7445,0,1,4,3,22,1,0,1,0,2,36,1,15,0
7446,0,1,2,1,35,0,0,1,0,0,59,1,22,0
7447,1,0,0,0,17,1,0,0,0,2,39,1,1,0
7448,0,0,0,0,21,0,0,0,0,2,47,0,31,0
7449,0,0,1,0,40,1,0,1,0,0,11,0,50,0
7450,1,0,1,0,17,0,0,1,0,2,59,1,24,1
7451,1,1,3,0,3,1,0,0,0,1,14,1,13,0
7452,0,0,3,2,36,0,0,1,0,1,51,1,46,0
7453,0,1,2,1,63,0,0,1,0,0,39,1,73,0
7454,0,1,3,2,21,0,0,1,0,1,47,1,31,0
7455,0,1,3,2,21,0,0,1,0,0,39,1,6,0
7456,0,0,4,3,28,1,0,1,0,0,69,1,20,0
7457,1,0,0,0,12,0,0,0,0,0,71,1,0,0
7458,0,2,3,2,39,1,0,1,0,2,59,1,49,1
7459,0,1,2,1,36,1,0,1,0,0,39,1,46,0
7460,0,1,5,4,34,1,0,1,0,0,59,1,44,0
7461,0,1,3,2,24,0,0,1,0,2,47,1,34,1
7462,0,0,5,4,48,0,0,1,0,0,44,1,12,0
7463,0,0,1,0,12,0,0,1,0,0,39,1,8,0
7464,0,1,4,0,8,0,0,0,0,1,43,1,3,0
7465,0,1,3,2,34,1,0,1,0,1,24,1,24,0
7466,1,0,7,0,10,0,0,1,0,1,47,1,15,0
7467,0,0,1,0,11,1,0,0,0,2,47,1,16,1
7468,1,0,5,1,36,1,1,0,0,0,59,1,15,1
7469,0,0,3,0,4,0,0,0,0,0,15,1,7,0
7470,0,0,5,4,28,0,0,1,0,0,47,1,30,0
7471,1,0,0,0,29,0,0,0,0,0,23,1,0,1
7472,0,1,4,0,8,0,0,0,0,1,53,1,18,0
7473,1,0,7,0,12,0,0,0,0,0,29,1,22,0
7474,1,0,3,2,26,0,0,1,0,0,47,0,36,0
7475,0,0,1,0,14,0,0,1,0,0,39,1,24,0
7476,0,1,3,0,7,1,0,0,0,1,29,1,17,0
7477,0,0,3,0,9,0,0,0,0,2,39,1,19,0
7478,0,0,11,0,30,0,0,0,0,0,39,1,40,0
7479,0,0,1,1,45,1,1,0,0,1,39,1,7,0
7480,0,4,4,0,12,1,0,0,0,0,47,1,22,0
7481,1,0,2,1,20,0,0,1,0,1,53,1,30,0
7482,0,1,2,1,15,0,0,1,0,0,55,1,25,1
7483,0,0,7,0,28,0,0,1,0,0,39,1,4,0
7484,1,0,4,3,10,1,0,1,0,0,47,1,20,0
7485,0,0,4,0,10,0,0,0,0,0,47,1,20,0
7486,1,0,3,2,40,0,0,1,0,0,39,0,50,0
7487,0,2,5,4,47,0,0,1,0,3,29,1,52,1
7488,0,2,4,0,8,0,0,0,0,1,47,1,18,0
7489,1,0,6,1,16,1,0,0,0,0,59,1,11,0
7490,0,0,1,0,23,0,0,1,0,2,39,1,33,0
7491,1,1,3,2,27,1,0,1,0,3,34,1,37,1
7492,0,0,2,1,17,1,0,1,0,0,55,1,27,0
7493,1,0,3,2,26,0,0,1,0,0,79,1,36,0
7494,0,0,5,0,14,1,0,0,0,2,39,1,17,0
7495,1,0,3,2,13,0,0,1,0,2,34,1,5,0
7496,0,0,1,0,32,0,0,1,0,0,39,1,6,0
7497,0,0,7,0,6,1,0,0,0,0,65,1,15,0
7498,0,1,16,0,15,0,0,0,0,0,71,1,7,0
7499,0,0,3,1,36,1,0,1,0,0,39,1,46,0
7500,1,0,3,0,9,0,0,0,0,1,47,1,19,0
7501,1,1,5,3,27,1,0,1,0,1,39,1,37,0
7502,1,0,0,0,38,0,0,0,0,0,59,1,12,0
7503,0,0,2,1,33,0,0,1,0,2,39,1,43,1
7504,0,0,6,3,52,0,0,1,0,0,69,1,62,1
7505,0,1,3,2,43,1,1,0,0,0,71,1,53,1
7506,1,0,1,1,46,1,0,0,0,0,44,1,29,0
7507,0,0,2,0,33,0,0,0,0,0,39,1,43,0
7508,0,2,3,0,15,1,0,0,0,3,19,1,2,0
7509,1,0,4,3,24,0,0,1,0,3,59,1,34,1
7510,0,0,2,1,25,0,0,1,0,0,59,1,17,1
7511,1,2,4,0,12,0,0,0,0,2,39,1,14,0
7512,0,1,2,0,15,1,0,0,0,2,39,1,8,0
7513,1,0,2,2,23,1,0,0,0,0,99,1,14,1
7514,0,1,3,0,10,0,0,0,0,0,29,1,13,0
7515,0,0,5,0,6,1,0,0,1,1,23,1,15,0
7516,0,0,1,1,44,0,1,0,0,2,39,1,35,1
7517,0,1,1,1,37,0,1,0,0,0,83,1,47,1
7518,0,0,1,1,31,1,1,0,0,2,14,1,16,0
7519,0,0,2,1,33,1,0,1,0,1,29,1,43,0
7520,0,1,4,3,18,0,0,1,0,1,35,1,3,0
7521,1,0,3,2,17,1,0,1,0,3,29,1,10,1
7522,1,0,2,1,24,0,0,1,0,3,38,1,34,1
7523,1,1,2,1,22,0,0,1,0,2,59,1,32,0
7524,0,0,0,0,45,0,0,0,0,0,29,0,55,0
7525,1,1,1,0,46,1,0,1,0,0,29,1,56,0
7526,1,0,4,3,37,0,0,1,0,0,43,1,47,0
7527,0,0,3,2,31,0,0,1,0,0,43,1,41,0
7528,0,1,3,2,27,1,0,1,0,3,42,1,37,0
7529,1,1,3,1,28,1,0,1,0,1,29,1,38,0
7530,0,1,3,2,28,0,0,1,0,2,47,1,25,1
7531,0,0,3,1,51,0,0,1,0,0,15,0,61,0
7532,0,0,11,9,28,1,0,0,0,1,5,1,11,0
7533,0,1,4,0,10,0,0,0,0,2,43,1,20,0
7534,0,0,2,0,23,0,0,0,0,2,43,1,28,1
7535,0,1,2,1,17,1,0,1,0,2,55,1,27,0
7536,0,1,3,0,11,0,0,0,0,2,29,1,21,1
7537,0,1,0,0,9,0,0,0,0,1,47,1,19,0
7538,1,0,3,2,39,1,1,0,0,3,23,1,49,1
7539,0,1,3,1,11,1,0,1,0,2,23,1,21,0
7540,1,0,3,2,31,1,0,1,0,2,39,1,41,0
7541,1,0,4,3,17,0,0,1,0,1,49,1,2,0
7542,1,0,4,3,34,0,0,1,0,0,69,1,8,0
7543,1,2,0,0,34,1,0,0,0,1,39,1,20,0
7544,1,0,3,2,36,0,0,1,0,0,64,1,46,0
7545,0,1,1,0,23,1,0,1,0,3,39,1,33,0
7546,1,1,6,3,30,0,0,1,0,0,57,1,40,0
7547,1,0,4,2,23,0,0,1,0,1,47,1,33,0
7548,0,2,10,2,19,0,0,1,0,0,49,1,28,0
7549,0,0,4,2,32,1,0,1,0,1,34,1,42,0
7550,0,0,5,4,27,1,0,1,0,0,24,1,12,0
7551,0,1,2,0,10,0,0,0,0,2,39,1,20,0
7552,0,2,2,0,18,0,0,0,0,2,39,1,1,1
7553,0,0,6,5,29,0,0,1,0,0,44,1,39,0
7554,0,1,3,1,45,1,0,1,0,0,35,1,55,0
7555,0,0,6,0,6,0,0,0,0,0,47,1,16,0
7556,0,0,6,5,23,0,0,1,0,0,59,1,33,0
7557,0,0,4,0,9,0,0,0,0,2,47,1,19,0
7558,1,1,6,3,15,0,0,1,0,0,47,1,25,0
7559,1,0,0,0,9,0,0,0,0,1,34,1,1,0
7560,0,0,4,0,7,0,0,0,0,1,39,1,17,0
7561,1,1,2,1,32,0,0,1,0,1,44,1,20,1
7562,1,0,6,5,34,0,0,1,0,0,39,1,20,0
7563,0,1,2,1,45,0,0,1,0,0,39,1,49,0
7564,1,0,0,0,47,0,1,0,0,0,49,1,40,0
7565,0,0,1,0,13,0,0,1,0,0,39,1,23,0
7566,0,0,5,4,21,0,0,1,0,0,23,1,23,0
7567,0,0,4,3,31,0,0,1,0,2,47,1,35,1
7568,1,0,3,2,17,0,0,1,0,1,59,1,16,0
7569,1,0,2,0,7,0,0,0,0,1,39,1,17,0
7570,0,1,5,2,26,0,0,1,0,3,39,1,9,1
7571,1,0,4,3,36,0,0,1,0,0,39,1,46,0
7572,1,0,0,0,31,0,1,0,0,2,47,1,5,0
7573,0,1,1,1,27,1,1,0,0,3,39,0,1,1
7574,0,0,9,6,47,0,0,1,0,0,44,1,57,0
7575,0,0,6,4,44,0,0,1,0,0,55,0,54,0
7576,1,0,5,0,2,0,0,0,0,0,19,1,1,0
7577,1,0,5,1,48,0,0,1,0,0,39,1,9,0
7578,0,1,4,0,17,1,0,0,0,2,43,1,14,1
7579,1,0,2,2,31,1,1,0,0,1,39,1,10,0
7580,1,1,2,1,34,0,0,1,0,0,47,1,44,0
7581,1,0,2,1,38,0,0,1,0,2,39,1,40,1
7582,0,0,4,3,25,0,0,1,0,0,47,1,18,0
7583,1,0,2,2,37,1,1,0,0,0,39,1,46,1
7584,0,0,3,0,28,0,0,0,0,0,49,1,38,0
7585,0,2,3,2,23,0,0,1,0,1,97,1,15,1
7586,0,1,2,1,53,0,0,1,1,3,5,1,38,0
7587,0,1,3,2,30,1,0,1,0,1,43,1,40,0
7588,1,2,4,0,30,1,0,0,0,2,39,1,36,1
7589,1,0,2,1,42,0,0,1,0,0,44,0,43,0
7590,0,0,4,3,46,0,0,1,0,0,35,1,6,0
7591,0,2,3,2,25,0,0,1,0,2,71,1,35,0
7592,0,0,5,2,34,0,0,1,0,0,75,1,25,0
7593,1,0,2,1,18,1,0,1,0,0,62,1,28,0
7594,1,0,8,3,14,0,0,1,0,0,39,1,17,0
7595,0,2,1,0,28,1,0,0,0,2,39,1,35,0
7596,0,0,4,0,19,0,0,0,0,2,39,1,15,0
7597,1,1,7,2,25,0,1,0,0,1,43,1,35,0
7598,0,0,1,0,42,0,0,1,0,0,83,1,27,0
7599,0,0,5,4,23,0,0,1,0,0,59,1,20,0
7600,1,1,4,3,21,0,0,1,0,0,39,1,31,0
7601,1,0,3,2,56,0,0,1,0,0,79,1,66,0
7602,0,0,4,0,16,0,1,0,0,1,43,1,20,0
7603,0,1,4,3,36,1,0,1,0,3,41,1,18,1
7604,0,0,6,2,55,0,0,1,0,0,59,1,65,0
7605,1,1,10,6,41,0,0,1,0,0,59,1,45,0
7606,1,0,1,0,20,0,0,1,0,0,59,1,1,0
7607,0,0,5,4,16,0,0,1,0,0,49,1,8,0
7608,0,0,12,0,10,1,0,0,0,1,39,1,12,0
7609,0,0,4,3,27,0,0,1,0,1,39,1,35,0
7610,1,0,3,2,21,0,0,1,0,1,47,1,29,0
7611,1,0,4,3,24,0,0,1,0,0,39,1,33,0
7612,0,1,1,0,24,1,0,1,0,3,47,1,34,1
7613,0,0,0,0,21,0,0,0,0,2,43,1,31,0
7614,0,1,4,3,39,0,0,1,0,0,39,1,30,1
7615,0,1,6,5,46,1,0,1,0,0,6,1,22,0
7616,0,1,3,2,38,0,0,1,0,0,47,1,28,1
7617,0,0,4,3,37,1,0,1,0,2,47,1,40,0
7618,1,1,3,0,8,1,0,0,0,2,49,1,18,0
7619,0,0,1,1,24,1,1,0,0,2,43,1,34,1
7620,1,1,5,4,25,0,0,1,0,0,39,1,35,0
7621,0,0,5,3,33,0,0,1,0,0,83,1,18,0
7622,1,1,0,0,15,0,0,0,0,1,47,0,1,0
7623,0,0,1,0,7,1,0,1,0,0,39,1,17,0
7624,1,0,0,0,7,1,0,0,0,1,43,1,0,0
7625,0,1,4,2,23,1,0,1,0,2,97,1,33,1
7626,1,1,2,1,7,1,0,1,0,0,17,1,0,1
7627,1,0,1,0,15,1,0,1,0,2,47,1,25,0
7628,0,0,2,1,34,1,0,1,0,2,39,1,44,1
7629,1,3,2,1,28,1,0,1,0,3,39,1,38,1
7630,0,0,4,3,33,0,0,1,0,0,49,1,43,0
7631,0,2,10,1,22,0,0,1,0,1,47,1,27,0
7632,1,1,3,2,45,0,0,1,0,0,47,1,40,1
7633,1,0,1,0,4,1,0,0,0,1,39,1,1,0
7634,0,0,4,3,21,1,0,1,0,0,29,1,31,0
7635,0,0,2,1,20,1,0,1,0,1,4,1,30,0
7636,1,0,4,3,31,0,0,1,0,0,59,1,0,0
7637,0,0,4,3,47,0,0,1,0,0,69,1,5,0
7638,1,0,3,0,7,1,0,0,0,0,47,1,17,0
7639,0,0,3,2,37,0,0,1,0,0,39,1,45,0
7640,1,0,2,1,33,1,0,1,0,0,43,1,43,0
7641,1,0,5,1,23,0,0,1,0,1,83,1,25,1
7642,1,2,3,0,18,1,0,0,0,2,39,1,20,0
7643,0,0,4,3,33,0,0,1,0,0,44,1,22,1
7644,0,2,4,2,48,0,0,1,0,3,29,1,46,1
7645,0,0,3,2,20,0,0,1,0,2,47,1,27,0
7646,0,0,3,2,17,0,0,1,0,0,55,1,4,0
7647,1,0,2,1,36,1,0,1,0,0,7,1,27,0
7648,0,0,4,3,36,0,0,1,0,0,47,1,46,0
7649,1,0,1,0,15,0,0,1,0,1,79,1,25,0
7650,1,0,2,1,11,0,0,1,0,1,58,1,21,0
7651,1,0,2,1,19,0,0,1,0,1,19,1,29,0
7652,0,1,2,1,30,1,0,1,0,0,59,1,40,0
7653,1,0,4,2,26,0,0,1,0,0,43,1,35,1
7654,0,0,1,0,40,0,0,1,0,3,65,1,50,1
7655,0,0,5,1,13,1,0,0,0,0,39,1,23,0
7656,0,0,1,0,25,1,0,1,0,1,5,1,35,0
7657,1,0,2,1,42,0,0,1,0,0,44,1,16,1
7658,0,1,3,1,47,0,0,1,0,0,39,1,23,0
7659,0,1,2,1,24,0,0,1,0,2,43,1,11,0
7660,1,0,4,3,29,1,0,1,0,0,19,1,17,0
7661,0,2,5,3,36,0,0,1,0,3,39,1,46,1
7662,0,1,2,1,18,0,0,1,0,0,55,1,28,1
7663,1,0,5,0,9,0,0,0,0,1,29,1,11,0
7664,0,2,6,0,12,0,0,0,0,2,44,1,22,0
7665,0,0,5,2,33,0,0,1,0,2,39,1,38,1
7666,0,0,3,2,23,0,0,1,0,1,49,1,5,0
7667,0,0,3,1,46,1,0,0,0,0,47,1,40,0
7668,0,1,4,0,48,1,1,0,0,0,35,1,41,0
7669,0,0,5,3,25,1,0,1,0,0,59,1,35,0
7670,0,1,3,2,33,0,0,1,0,2,47,1,43,1
7671,0,0,5,4,24,0,0,1,0,1,48,1,29,0
7672,0,0,2,1,25,1,0,1,0,0,23,1,35,0
7673,1,0,3,2,27,0,0,1,0,0,71,1,1,0
7674,0,1,5,4,30,0,0,1,0,1,71,1,40,0
7675,0,2,3,2,32,0,0,1,0,2,39,1,42,1
7676,0,1,0,0,23,0,1,0,0,2,39,0,33,0
7677,0,2,8,0,13,0,0,0,0,0,55,1,23,0
7678,1,0,1,0,16,0,0,1,0,1,47,1,25,0
7679,1,0,2,1,30,0,0,1,0,1,69,1,16,0
7680,0,0,1,0,57,1,1,0,0,0,39,1,30,0
7681,0,0,3,2,25,0,0,1,0,1,69,1,35,1
7682,1,1,1,0,58,0,0,1,0,0,43,1,53,0
7683,0,0,1,1,37,1,1,0,0,2,39,1,20,1
7684,0,0,5,2,18,0,0,1,0,1,35,1,28,0
7685,0,0,4,3,25,0,0,1,0,1,44,1,29,1
7686,1,0,2,1,24,1,0,1,0,2,47,1,34,1
7687,0,2,5,4,50,0,0,1,0,1,39,1,32,1
7688,1,1,3,2,15,0,0,1,0,0,39,1,25,0
7689,0,0,1,0,49,0,0,1,0,0,49,1,50,0
7690,1,0,2,1,32,0,0,1,0,1,76,1,42,0
7691,1,1,2,0,11,1,0,0,0,2,19,1,13,0
7692,0,0,2,1,37,0,0,1,0,0,71,1,20,0
7693,0,1,2,1,35,0,0,1,0,0,43,1,45,0
7694,0,1,3,2,24,0,0,1,0,3,19,0,34,1
7695,0,0,7,3,42,0,0,1,0,1,43,1,52,0
7696,0,0,4,3,14,0,0,1,0,1,97,1,6,0
7697,0,1,2,1,29,0,0,1,0,2,39,1,39,1
7698,1,0,0,0,58,1,0,0,0,2,47,1,68,1
7699,0,1,5,1,56,0,1,0,0,2,55,1,26,0
7700,0,0,5,0,9,0,0,0,0,0,65,1,19,0
7701,0,1,2,1,32,0,0,1,0,3,39,1,22,1
7702,0,0,1,0,63,0,0,1,0,0,29,1,11,0
7703,1,0,2,1,18,0,0,1,0,1,47,1,4,0
7704,0,0,9,0,4,0,0,0,0,0,19,1,14,0
7705,1,0,4,3,25,1,0,1,0,1,74,1,8,1
7706,0,0,10,2,28,0,0,1,0,2,83,1,23,1
7707,1,0,1,1,44,1,0,0,0,2,29,1,25,0
7708,1,0,3,2,16,0,0,1,0,0,59,1,23,0
7709,1,0,4,2,23,0,0,1,0,0,54,1,21,0
7710,1,0,0,0,19,1,0,0,0,2,39,1,29,1
7711,0,3,3,2,28,1,0,1,0,2,39,1,38,0
7712,1,0,2,1,16,1,0,1,0,1,13,1,26,0
7713,0,1,4,3,38,0,0,1,0,0,39,1,48,1
7714,0,0,4,1,18,1,0,0,0,1,56,1,28,0
7715,0,1,2,0,21,0,0,1,0,2,39,1,31,1
7716,0,0,2,1,26,1,0,1,0,0,44,1,10,0
7717,0,1,5,2,62,0,0,1,0,0,79,1,25,1
7718,0,1,3,2,30,0,0,1,0,0,35,1,6,0
7719,0,0,3,2,36,0,0,1,0,1,34,1,46,0
7720,0,1,2,1,19,0,0,1,0,1,49,1,24,0
7721,0,0,5,0,13,0,0,0,0,1,53,1,20,0
7722,0,0,0,0,21,0,0,0,0,0,39,1,27,0
7723,0,2,3,2,31,1,0,1,0,2,39,1,41,0
7724,1,0,3,3,66,0,1,0,0,0,35,1,76,0
7725,0,0,2,2,26,1,1,0,0,0,64,1,7,0
7726,0,0,5,4,35,1,0,0,0,1,39,1,45,0
7727,0,2,0,0,9,0,0,0,0,0,69,1,19,0
7728,0,2,5,0,14,0,0,0,0,2,14,1,24,0
7729,0,0,2,1,44,1,0,1,0,0,3,1,9,0
7730,0,1,4,3,37,1,0,1,0,2,35,1,47,0
7731,0,0,3,2,30,1,0,1,0,0,63,1,12,0
7732,1,0,5,4,43,0,0,1,0,0,59,1,36,0
7733,0,1,6,5,24,1,0,1,0,0,44,1,34,0
7734,0,1,2,0,25,1,0,1,0,3,29,1,35,1
7735,1,0,3,2,31,0,0,1,0,0,39,1,41,0
7736,1,1,3,1,40,1,0,1,0,2,11,1,30,1
7737,0,0,3,2,32,0,0,1,0,0,89,1,15,1
7738,0,0,1,0,33,1,0,1,0,1,59,1,43,0
7739,0,1,4,2,34,0,0,1,0,0,95,1,12,1
7740,1,0,2,1,26,1,0,1,0,1,47,1,4,0
7741,0,1,0,0,38,0,1,0,0,3,69,1,37,0
7742,0,1,2,0,25,0,0,0,0,0,39,1,35,0
7743,0,1,3,2,33,0,0,1,0,0,63,1,27,0
7744,1,0,0,0,12,0,0,0,0,2,54,1,20,0
7745,0,0,2,1,19,1,0,0,0,1,7,1,12,0
7746,0,0,2,1,31,1,0,1,0,0,44,1,41,0
7747,0,1,3,1,35,1,0,1,0,0,7,1,45,0
7748,1,0,1,0,42,0,0,1,0,0,39,1,30,0
7749,0,0,5,2,49,0,0,1,0,1,19,1,31,0
7750,1,0,3,2,22,0,0,1,0,2,39,1,32,0
7751,1,1,3,2,23,0,0,1,0,0,51,1,14,1
7752,0,0,4,4,26,0,1,0,0,0,35,1,36,0
7753,0,1,3,2,47,1,0,1,0,0,59,1,57,0
7754,1,0,3,0,2,1,0,0,0,0,47,1,12,0
7755,0,0,2,1,20,0,0,1,0,0,59,1,30,0
7756,0,0,4,3,42,1,0,1,0,0,41,1,52,0
7757,0,1,3,2,29,0,0,1,0,0,59,1,39,0
7758,0,1,2,1,17,1,0,1,0,3,19,1,27,0
7759,0,0,3,0,7,0,0,0,0,0,39,1,17,0
7760,0,0,4,0,6,0,0,0,0,0,35,1,16,0
7761,1,0,2,1,32,0,0,1,0,1,39,1,42,0
7762,0,1,2,1,34,0,0,1,0,1,63,1,44,1
7763,0,1,2,1,18,1,0,1,0,2,29,1,7,0
7764,1,0,2,1,43,0,0,1,0,1,39,1,19,1
7765,1,0,0,0,39,1,0,0,0,2,53,1,20,0
7766,0,0,5,0,7,1,0,0,0,0,53,1,17,0
7767,1,0,3,2,41,0,0,1,0,1,49,1,7,0
7768,1,2,3,2,19,1,0,1,0,3,49,1,2,1
7769,1,1,6,0,6,0,0,0,0,1,47,1,13,0
7770,0,1,3,2,43,1,0,1,0,0,29,1,53,0
7771,1,0,4,3,19,1,0,0,0,0,39,1,29,0
7772,0,0,5,5,31,1,1,0,0,0,54,1,41,0
7773,0,0,2,1,14,0,0,1,0,0,55,1,4,0
7774,1,1,2,1,23,0,0,1,0,2,55,1,29,1
7775,0,1,1,0,33,0,0,1,0,2,44,1,43,0
7776,0,0,2,1,42,0,0,1,0,1,47,1,14,0
7777,0,0,2,1,32,0,0,1,0,0,59,1,15,0
7778,1,0,5,2,35,1,1,0,0,0,39,1,30,0
7779,1,0,2,1,18,1,0,1,0,1,39,1,28,0
7780,0,0,3,0,16,0,0,0,0,1,43,1,24,0
7781,0,0,2,0,16,0,0,0,0,1,47,1,26,0
7782,0,0,3,0,29,1,0,0,0,1,45,1,39,0
7783,0,0,4,0,31,0,0,0,0,0,23,1,41,0
7784,1,0,5,3,35,0,0,1,0,0,47,1,4,1
7785,0,2,5,0,10,1,0,0,0,1,49,1,0,0
7786,1,1,2,1,22,0,0,1,0,3,69,1,32,0
7787,0,1,4,0,8,1,0,0,0,2,39,1,18,0
7788,0,0,7,1,9,1,1,0,0,0,47,1,19,0
7789,0,0,4,3,31,0,0,1,0,0,47,1,34,0
7790,0,1,3,0,6,0,0,0,0,1,3,1,16,0
7791,1,0,2,1,30,0,0,1,0,1,39,1,40,0
7792,0,3,3,2,44,0,0,1,0,0,41,1,52,0
7793,0,1,3,2,38,0,0,1,0,3,39,1,48,1
7794,0,0,3,0,11,1,0,1,0,0,44,1,8,0
7795,1,1,2,1,30,0,0,1,0,1,47,1,40,1
7796,0,0,5,2,14,0,0,1,0,1,24,1,24,0
7797,0,1,1,0,44,1,0,1,0,2,19,1,25,1
7798,0,0,1,0,13,0,0,0,0,2,19,1,11,1
7799,1,0,5,4,16,0,0,1,0,0,19,1,8,0
7800,0,1,3,2,27,0,0,1,0,0,59,1,37,1
7801,1,2,0,0,17,0,0,0,0,0,19,1,20,0
7802,0,1,4,3,45,0,0,1,0,0,39,1,25,0
7803,0,0,4,3,28,0,0,1,0,0,47,1,7,0
7804,0,1,0,0,46,1,0,0,0,3,43,1,15,1
7805,1,0,1,0,15,0,0,0,0,2,43,1,25,1
7806,1,0,4,0,7,0,0,0,0,1,39,1,2,0
7807,0,1,4,3,45,1,0,1,0,0,9,1,44,0
7808,1,1,3,2,32,0,0,1,0,0,74,1,42,1
7809,0,1,2,1,36,0,0,1,0,2,47,1,26,1
7810,1,0,4,3,27,1,0,1,0,2,54,1,37,1
7811,0,2,3,2,44,0,0,1,0,2,49,1,24,1
7812,0,0,2,1,15,0,0,1,0,2,43,1,25,0
7813,0,1,4,0,11,0,0,0,0,1,29,1,21,0
7814,1,0,3,2,54,0,0,1,0,0,29,1,31,0
7815,0,0,2,1,50,1,0,1,0,0,39,1,60,0
7816,0,0,2,1,47,0,0,1,0,0,41,1,57,0
7817,0,0,5,0,8,0,0,0,0,1,71,1,18,1
7818,1,1,0,0,36,0,0,0,0,3,39,1,46,1
7819,0,0,0,0,16,0,0,0,0,0,47,1,10,0
7820,0,2,7,5,45,0,0,1,0,3,39,1,55,1
7821,1,1,1,0,15,0,0,0,0,2,43,1,6,1
7822,0,0,4,2,27,1,0,1,0,1,39,1,4,0
7823,0,0,4,3,52,0,0,1,0,0,47,1,17,0
7824,0,1,12,0,1,0,0,0,0,0,35,1,11,0
7825,0,0,2,1,26,0,0,1,0,0,54,1,22,0
7826,1,1,3,2,24,1,0,0,0,1,47,1,10,0
7827,1,2,3,2,35,0,0,1,0,3,51,1,4,1
7828,0,3,5,2,34,1,0,1,0,3,9,1,44,1
7829,1,0,1,0,17,1,0,1,0,2,47,1,7,0
7830,0,0,7,0,12,1,0,0,0,2,47,1,16,0
7831,0,4,4,3,44,0,0,1,0,3,59,1,19,1
7832,1,1,4,0,21,0,0,1,0,3,59,1,31,1
7833,0,2,13,5,38,0,0,1,0,0,65,1,48,0
7834,0,2,4,3,42,0,0,1,0,0,44,0,17,0
7835,0,0,2,1,45,1,1,0,0,0,20,1,45,0
7836,0,0,3,2,21,0,0,1,0,2,39,1,30,0
7837,0,0,18,0,10,0,0,0,0,0,29,1,20,0
7838,0,1,3,0,19,1,0,0,0,2,39,1,25,0
7839,1,0,3,2,27,1,0,1,0,1,39,1,37,0
7840,0,1,5,0,10,1,0,0,0,2,19,1,20,0
7841,1,0,1,0,14,0,0,1,0,1,54,1,24,0
7842,0,0,5,4,35,0,0,1,0,0,34,1,9,0
7843,0,0,5,2,38,1,0,1,0,0,29,1,2,0
7844,1,0,1,1,32,1,0,0,0,0,11,1,42,0
7845,0,0,4,3,40,0,0,1,0,0,59,1,7,0
7846,0,0,10,0,11,0,0,0,0,1,43,1,21,0
7847,1,0,1,0,16,0,0,1,0,1,43,1,24,0
7848,1,0,2,1,61,0,0,1,0,0,39,1,56,0
7849,0,1,6,5,45,0,0,1,0,3,59,1,7,1
7850,0,0,2,0,40,1,0,0,0,2,39,1,50,0
7851,0,0,2,1,49,0,0,1,0,0,47,1,59,0
7852,0,0,3,3,44,1,1,0,0,0,41,1,54,0
7853,0,0,8,7,60,0,0,1,0,0,19,1,50,0
7854,1,0,5,0,6,0,0,0,0,1,19,1,1,0
